"Hierarchy Level","Page Type","Page Sub Type","Content Type","Friendly URL","Page ID","Page Title","Full URL","Level 1","Level 2","Level 3","Level 4","Level 5","Level 6","Top Level",Homepage?,"Toggle URL"
4,"Content Page","Standard Page",basic_page,/es/esvotaciones-y-elecciones/esinformacion-sobre-candidatos/esagregar-candidato-boleta-votacion,656,"Añadir el nombre de un candidato a la boleta de votación",https://www.usa.gov/es/esvotaciones-y-elecciones/esinformacion-sobre-candidatos/esagregar-candidato-boleta-votacion,"Página principal","Votaciones y elecciones","Decida por quién votar","Añadir candidato en la boleta de votación","Añadir candidato en la boleta de votación","Añadir candidato en la boleta de votación","USAGov Español",not_homepage,https://www.usa.gov/write-in-candidates
4,"Content Page","Standard Page",basic_page,/es/essalud/esseguros-medicos/esseguros-medicos-medicaid-chip,493,"Cómo presentar una solicitud para Medicaid y CHIP",https://www.usa.gov/es/essalud/esseguros-medicos/esseguros-medicos-medicaid-chip,"Página principal",Salud,"Seguros médicos","Medicaid y CHIP","Medicaid y CHIP","Medicaid y CHIP","USAGov Español",not_homepage,https://www.usa.gov/medicaid-chip-insurance
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esano-nuevo,233,"Año Nuevo",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esano-nuevo,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Año Nuevo","Año Nuevo","Año Nuevo","USAGov Español",not_homepage,None
5,"Content Page","Standard Page",basic_page,/es/esacerca-de-usagov-en-espanol/escolabore-con-nosotros/esarticulos/esarticulosbeneficios-del-gobierno-para-usted-y-su-familia,531,"Encuentre el beneficio del Gobierno apropiado para usted y su familia",https://www.usa.gov/es/esacerca-de-usagov-en-espanol/escolabore-con-nosotros/esarticulos/esarticulosbeneficios-del-gobierno-para-usted-y-su-familia,"Página principal","Acerca de USAGov en Español","Colabore con nosotros","Artículos de interés","Encuentre el beneficio del Gobierno apropiado para usted y su familia","Encuentre el beneficio del Gobierno apropiado para usted y su familia","USAGov Español",not_homepage,https://www.usa.gov/features/government-benefits-during-any-life-event
5,"Content Page","Standard Page",basic_page,/es/esacerca-de-usagov-en-espanol/escolabore-con-nosotros/esarticulos/esarticulospreparese-para-la-temporada-de-huracanes,533,"Prepárese para la temporada de huracanes con estos consejos del Gobierno",https://www.usa.gov/es/esacerca-de-usagov-en-espanol/escolabore-con-nosotros/esarticulos/esarticulospreparese-para-la-temporada-de-huracanes,"Página principal","Acerca de USAGov en Español","Colabore con nosotros","Artículos de interés","Prepárese para la temporada de huracanes con estos consejos del Gobierno","Prepárese para la temporada de huracanes con estos consejos del Gobierno","USAGov Español",not_homepage,https://www.usa.gov/features/important-tips-to-prepare-for-hurricanes
4,"Navigation Page","Navigation Page",basic_page,/es/esviajes/esestadounidenses-viajes-extranjero/esayuda-estadounidenses-extranjero,735,"Ayuda de emergencia para estadounidenses en el extranjero",https://www.usa.gov/es/esviajes/esestadounidenses-viajes-extranjero/esayuda-estadounidenses-extranjero,"Página principal",Viajes,"Estadounidenses que viajan al extranjero","Ayuda para estadounidenses en el extranjero","Ayuda para estadounidenses en el extranjero","Ayuda para estadounidenses en el extranjero","USAGov Español",not_homepage,https://www.usa.gov/emergency-abroad
4,"Content Page","Standard Page",basic_page,/es/esfuerzas-armadas-veteranos/esbeneficios-sobrevivientes-veteranos/esbeneficios-sobrevivientes-miembros-fuerzas-armadas,813,"Beneficios de las Fuerzas Armadas para sobrevivientes",https://www.usa.gov/es/esfuerzas-armadas-veteranos/esbeneficios-sobrevivientes-veteranos/esbeneficios-sobrevivientes-miembros-fuerzas-armadas,"Página principal","Fuerzas Armadas de EE. UU. y veteranos","Beneficios para sobrevivientes y entierros de veteranos","Beneficios de las Fuerzas Armadas para sobrevivientes","Beneficios de las Fuerzas Armadas para sobrevivientes","Beneficios de las Fuerzas Armadas para sobrevivientes","USAGov Español",not_homepage,https://www.usa.gov/military-survivor-benefits
3,"Navigation Page","Navigation Page",basic_page,/es/esfuerzas-armadas-veteranos/esbeneficios-sobrevivientes-veteranos,811,"Beneficios para sobrevivientes y entierros de veteranos",https://www.usa.gov/es/esfuerzas-armadas-veteranos/esbeneficios-sobrevivientes-veteranos,"Página principal","Fuerzas Armadas de EE. UU. y veteranos","Beneficios para sobrevivientes y entierros de veteranos","Beneficios para sobrevivientes y entierros de veteranos","Beneficios para sobrevivientes y entierros de veteranos","Beneficios para sobrevivientes y entierros de veteranos","USAGov Español",not_homepage,https://www.usa.gov/burial-survivor-benefits
4,"Content Page","Standard Page",basic_page,/es/esvotaciones-y-elecciones/esinformacion-sobre-candidatos/escandidatos-guias-votar-boletas-muestra,654,"Averigüe sobre los candidatos e iniciativas por los que puede votar",https://www.usa.gov/es/esvotaciones-y-elecciones/esinformacion-sobre-candidatos/escandidatos-guias-votar-boletas-muestra,"Página principal","Votaciones y elecciones","Decida por quién votar","Averigüe sobre los candidatos por los que puede votar","Averigüe sobre los candidatos por los que puede votar","Averigüe sobre los candidatos por los que puede votar","USAGov Español",not_homepage,https://www.usa.gov/who-you-can-vote-for
4,"Content Page","Standard Page",basic_page,/es/esvotaciones-y-elecciones/eselecciones-presidenciales-estados-unidos/escolegio-electoral,691,"Colegio Electoral",https://www.usa.gov/es/esvotaciones-y-elecciones/eselecciones-presidenciales-estados-unidos/escolegio-electoral,"Página principal","Votaciones y elecciones","Proceso de las elecciones presidenciales de EE. UU.","Colegio Electoral","Colegio Electoral","Colegio Electoral","USAGov Español",not_homepage,https://www.usa.gov/electoral-college
4,"Content Page","Standard Page",basic_page,/es/esbeneficios-gobierno/esasistencia-alimentaria/escomida-gratis-en-escuela,498,"Programas de comidas para escolares",https://www.usa.gov/es/esbeneficios-gobierno/esasistencia-alimentaria/escomida-gratis-en-escuela,"Página principal","Ayuda económica y beneficios del Gobierno","Asistencia alimentaria","Programas de comidas para escolares","Programas de comidas para escolares","Programas de comidas para escolares","USAGov Español",not_homepage,https://www.usa.gov/school-meals
4,"Content Page","Standard Page",basic_page,/es/esfuerzas-armadas-veteranos/esservicio-selectivo-servicio-militar/esconsultar-numero-registro-servicio-selectivo,808,"Averigüe su número de registro del Servicio Selectivo",https://www.usa.gov/es/esfuerzas-armadas-veteranos/esservicio-selectivo-servicio-militar/esconsultar-numero-registro-servicio-selectivo,"Página principal","Fuerzas Armadas de EE. UU. y veteranos","Servicio militar y Servicio Selectivo","Número de registro del Servicio Selectivo","Número de registro del Servicio Selectivo","Número de registro del Servicio Selectivo","USAGov Español",not_homepage,https://www.usa.gov/selective-service-card
4,"Content Page","Standard Page",basic_page,/es/essalud/esseguros-medicos/escontinuacion-seguro-medico-cobra,491,"Cómo funciona la continuación de cobertura médica bajo COBRA",https://www.usa.gov/es/essalud/esseguros-medicos/escontinuacion-seguro-medico-cobra,"Página principal",Salud,"Seguros médicos","Continuación de seguro médico con COBRA","Continuación de seguro médico con COBRA","Continuación de seguro médico con COBRA","USAGov Español",not_homepage,https://www.usa.gov/cobra-health-insurance
4,"Content Page","Standard Page",basic_page,/es/esvotaciones-y-elecciones/eselecciones-presidenciales-estados-unidos/esconvenciones-nacionales,686,"Convenciones nacionales",https://www.usa.gov/es/esvotaciones-y-elecciones/eselecciones-presidenciales-estados-unidos/esconvenciones-nacionales,"Página principal","Votaciones y elecciones","Proceso de las elecciones presidenciales de EE. UU.","Convenciones nacionales","Convenciones nacionales","Convenciones nacionales","USAGov Español",not_homepage,https://www.usa.gov/national-conventions
4,"Navigation Page","Navigation Page",basic_page,/es/estrabajo-desempleo/esproteccion-trabajador-leyes-laborales/esdespido-terminacion-empleo,583,"Despido o terminación de empleo",https://www.usa.gov/es/estrabajo-desempleo/esproteccion-trabajador-leyes-laborales/esdespido-terminacion-empleo,"Página principal","Trabajo y desempleo","Protección del trabajador","Despido o terminación de empleo","Despido o terminación de empleo","Despido o terminación de empleo","USAGov Español",not_homepage,https://www.usa.gov/termination-of-employment
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-accion-gracias,242,"Día de Acción de Gracias",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-accion-gracias,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de Acción de Gracias","Día de Acción de Gracias","Día de Acción de Gracias","USAGov Español",not_homepage,None
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-conmemoracion-caidos,236,"Día de la Conmemoración de los Caídos",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-conmemoracion-caidos,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de la Conmemoración de los Caídos","Día de la Conmemoración de los Caídos","Día de la Conmemoración de los Caídos","USAGov Español",not_homepage,None
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-de-la-raza,240,"Día de la Raza",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-de-la-raza,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de la Raza","Día de la Raza","Día de la Raza","USAGov Español",not_homepage,None
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-de-los-veteranos,241,"Día de los Veteranos",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-de-los-veteranos,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de los Veteranos","Día de los Veteranos","Día de los Veteranos","USAGov Español",not_homepage,None
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-del-trabajo,239,"Día del Trabajo",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-del-trabajo,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día del Trabajo","Día del Trabajo","Día del Trabajo","USAGov Español",not_homepage,None
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-independencia-estados-unidos,238,"Día de la Independencia",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-independencia-estados-unidos,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de la Independencia","Día de la Independencia","Día de la Independencia","USAGov Español",not_homepage,None
3,"Content Page","Standard Page",basic_page,/es/esvotaciones-y-elecciones/esdia-inuguracion-presidencial,697,"Día de la Inauguración Presidencial",https://www.usa.gov/es/esvotaciones-y-elecciones/esdia-inuguracion-presidencial,"Página principal","Votaciones y elecciones","Día de la Inauguración Presidencial","Día de la Inauguración Presidencial","Día de la Inauguración Presidencial","Día de la Inauguración Presidencial","USAGov Español",not_homepage,https://www.usa.gov/inauguration
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-martin-luther-king,234,"Día de Martin Luther King, Jr.",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-martin-luther-king,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de Martin Luther King, Jr.","Día de Martin Luther King, Jr.","Día de Martin Luther King, Jr.","USAGov Español",not_homepage,None
4,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-presidentes,235,"Día de los Presidentes",https://www.usa.gov/es/esacerca-de-estados-unidos/esdias-festivos-estados-unidos/esdia-presidentes,"Página principal","Acerca de EE. UU. y su Gobierno","Días festivos federales","Día de los Presidentes","Día de los Presidentes","Día de los Presidentes","USAGov Español",not_homepage,None
5,"Content Page","Standard Page",basic_page,/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/essolicitar-renovar-visa-turista,660,"Cómo solicitar o renovar una visa de turista para ir a EE. UU.",https://www.usa.gov/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/essolicitar-renovar-visa-turista,"Página principal",Viajes,"Extranjeros que viajan hacia o dentro de EE. UU.","Visitar EE. UU. como turista","Solicitar o renovar la visa de turista","Solicitar o renovar la visa de turista","USAGov Español",not_homepage,https://www.usa.gov/tourist-visa
5,"Content Page","Standard Page",basic_page,/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/esi94-registro-entradas-salidas-estados-unidos,725,"Formulario I-94: registro de entrada y salida de EE. UU.",https://www.usa.gov/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/esi94-registro-entradas-salidas-estados-unidos,"Página principal",Viajes,"Extranjeros que viajan hacia o dentro de EE. UU.","Visitar EE. UU. como turista","Formulario I-94: registro de entrada y salida de EE. UU.","Formulario I-94: registro de entrada y salida de EE. UU.","USAGov Español",not_homepage,https://www.usa.gov/arrival-departure-record
4,"Content Page","Standard Page",basic_page,/es/esinmigracion-ciudadania-estados-unidos/esdeportacion-estados-unidos/eslocalizar-persona-detenida-ice,707,"Cómo localizar a una persona detenida por ICE",https://www.usa.gov/es/esinmigracion-ciudadania-estados-unidos/esdeportacion-estados-unidos/eslocalizar-persona-detenida-ice,"Página principal","Inmigración y ciudadanía",Deportación,"Cómo localizar a una persona detenida por ICE","Cómo localizar a una persona detenida por ICE","Cómo localizar a una persona detenida por ICE","USAGov Español",not_homepage,https://www.usa.gov/detained-by-ice
